Original_Title,HLTB_Found,HLTB_Game_Name,HLTB_Main_Story,HLTB_Main_Extra,HLTB_Completionist,HLTB_All_Styles,HLTB_Review_Score,HLTB_Platforms,HLTB_Release_World,HLTB_Similarity,HLTB_Match_Score,HLTB_Query_Used
Sludge Life,True,Sludge Life,2.19,3.09,4.24,3.38,70.0,"Nintendo Switch, PC",2020.0,1.0,1.0,Sludge Life
Snakebird Complete,True,Snakebird Complete,4.27,6.69,9.91,6.64,72.0,"Nintendo Switch, PC",2023.0,1.0,1.0,Snakebird Complete
Sniper Ghost Warrior Contracts,True,Sniper Ghost Warrior Contracts,11.93,15.46,27.04,15.27,69.0,"PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Sniper Ghost Warrior Contracts
Solitairica,True,Solitairica,8.41,28.0,79.32,11.61,70.0,"Mobile, PC",2016.0,1.0,1.0,Solitairica
Songs of Silence,True,Songs of Silence,12.82,30.0,57.5,24.12,64.0,"PC, PlayStation 5, Xbox Series X/S",2024.0,1.0,1.0,Songs of Silence
Sonic Mania,True,Sonic Mania,5.66,9.49,18.98,7.49,82.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Sonic Mania
Sorry We're Closed,True,Sorry We're Closed,6.92,8.24,12.09,7.77,78.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2024.0,1.0,1.0,Sorry We're Closed
Soulstice,True,Soulstice,16.59,20.26,33.59,18.54,72.0,"PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2022.0,1.0,1.0,Soulstice
Speed Brawl,True,Speed Brawl,7.22,7.41,7.28,7.19,60.0,"PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Speed Brawl
Spelldrifter,True,Spelldrifter,10.65,12.52,30.13,15.67,70.0,"Mobile, PC",2019.0,1.0,1.0,Spelldrifter
Spirit of the North,True,Spirit of the North,5.09,5.88,7.92,6.05,62.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2019.0,1.0,1.0,Spirit of the North
Star Trek Online - Epic Starter Pack Bundle,False,,,,,,,,,,,
Steep,True,Steep,12.01,24.35,38.07,22.47,70.0,"PC, PlayStation 4, Xbox One",2016.0,1.0,1.0,Steep
Stick it to The Man!,True,Stick it to The Man!,4.42,5.04,5.68,4.95,72.0,"Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U, Xbox One",2013.0,1.0,1.0,Stick it to The Man!
Stories Untold,True,Stories Untold,2.75,3.04,3.13,2.94,74.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Stories Untold
Stranded Deep,True,Stranded Deep,22.93,36.58,43.26,32.02,59.0,"PC, PlayStation 4, Xbox One",2015.0,1.0,1.0,Stranded Deep
Strange Horticulture,True,Strange Horticulture,5.65,6.66,9.12,6.79,78.0,"Amazon Luna, Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,Strange Horticulture
Stranger Things 3: The Game,True,Stranger Things 3: The Game,8.54,9.54,14.64,10.1,67.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Stranger Things 3: The Game
Stubbs the Zombie in Rebel Without a Pulse,True,Stubbs the Zombie in Rebel Without a Pulse,6.04,7.76,9.76,6.56,68.0,"Nintendo Switch, PC, PlayStation 4, Xbox, Xbox One",2005.0,1.0,1.0,Stubbs the Zombie in Rebel Without a Pulse
Styx: Master of Shadows,True,Styx: Master of Shadows,16.99,22.37,41.45,23.02,70.0,"PC, PlayStation 4, Xbox One",2014.0,1.0,1.0,Styx: Master of Shadows
Styx: Shards of Darkness,True,Styx: Shards of Darkness,12.2,16.56,29.8,16.66,73.0,"PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Styx: Shards of Darkness
Submerged: Hidden Depths,True,Submerged: Hidden Depths,4.27,6.35,8.6,7.1,70.0,"Google Stadia, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,Submerged: Hidden Depths
Subnautica,True,Subnautica,29.89,42.07,52.4,41.48,85.0,"Nintendo Switch, Nintendo Switch 2, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2018.0,1.0,1.0,Subnautica
Suicide Squad: Kill the Justice League,True,Suicide Squad: Kill the Justice League,11.91,18.54,43.97,16.94,56.0,"PC, PlayStation 5, Xbox Series X/S",2024.0,1.0,1.0,Suicide Squad: Kill the Justice League
Sundered: Eldritch Edition,True,Sundered,11.99,15.46,20.61,15.46,75.0,"Google Stadia, Linux, Mac, Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,0.96,Sundered: Eldritch Edition
Sunless Sea,True,Sunless Sea,21.76,61.93,123.14,58.57,71.0,"Nintendo Switch, PC",2014.0,1.0,1.0,Sunless Sea
Sunless Skies: Sovereign Edition,False,,,,,,,,,,,
Super Meat Boy,True,Super Meat Boy,9.22,18.43,45.75,14.02,79.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation Vita, Wii U, Xbox 360",2010.0,1.0,1.0,Super Meat Boy
Super Meat Boy Forever,True,Super Meat Boy Forever,4.35,7.27,12.32,4.72,64.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2020.0,1.0,1.0,Super Meat Boy Forever
Super Meat Boy Forever Mobile,False,,,,,,,,,,,
Super Space Club,True,Super Space Club,1.5,0.0,0.0,1.5,44.0,PC,2023.0,1.0,1.0,Super Space Club
Superbrothers: Sword & Sworcery EP,True,Superbrothers: Sword & Sworcery EP,4.11,4.74,5.15,4.59,70.0,"Mobile, Nintendo Switch, PC",2012.0,1.0,1.0,Superbrothers: Sword & Sworcery EP
Supraland,True,Supraland,12.96,16.75,23.45,18.52,79.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Supraland
Surviving Mars,True,Surviving Mars,22.07,46.04,190.27,40.26,69.0,"Linux, Mac, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Surviving Mars
Surviving the Aftermath,True,Surviving The Aftermath,17.78,31.16,34.09,24.92,66.0,"PC, PlayStation 4, Xbox One",2021.0,1.0,1.0,Surviving the Aftermath
TOEM,True,Toem,3.34,4.43,6.11,5.14,81.0,"Mobile, Nintendo Switch, PC, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,TOEM
TOMAK: Save the Earth Regeneration,False,,,,,,,,,,,
Tacoma,True,Tacoma,2.52,3.14,3.56,3.05,72.0,"PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Tacoma
Tales of the Neon Sea,True,Tales of the Neon Sea,8.94,9.84,10.35,9.71,72.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One",2019.0,1.0,1.0,Tales of the Neon Sea
Tandem: A Tale of Shadows,True,Tandem: A Tale of Shadows,4.88,5.98,6.34,5.48,68.0,"Nintendo Switch, PC, PlayStation 4",2021.0,1.0,1.0,Tandem: A Tale of Shadows
Tannenberg,True,Tannenberg,4.8,13.95,14.87,8.43,66.0,"Linux, Mac, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2017.0,1.0,1.0,Tannenberg
TerraTech,True,TerraTech,24.31,29.0,52.5,36.22,65.0,PC,2015.0,1.0,1.0,TerraTech
Terraforming Mars,True,Terraforming Mars,1.91,8.57,33.45,4.27,69.0,PC,2018.0,1.0,1.0,Terraforming Mars
Tharsis,True,Tharsis,2.23,4.67,13.3,3.59,62.0,"Mobile, Nintendo Switch, PC, PlayStation 4",2016.0,1.0,1.0,Tharsis
The Alto Collection,True,The Alto Collection,6.25,19.44,33.36,9.74,61.0,"Mobile, Nintendo Switch, PC",2020.0,1.0,1.0,The Alto Collection
The Battle of Polytopia,True,The Battle of Polytopia,1.33,3.38,12.55,2.21,64.0,"Linux, Mac, Mobile, PC",2020.0,1.0,1.0,The Battle of Polytopia
The Big Con,True,The Big Con,4.35,5.69,8.68,5.73,70.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,The Big Con
The Bridge,True,The Bridge,3.46,5.95,7.49,5.13,63.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U, Xbox 360, Xbox One",2013.0,1.0,1.0,The Bridge
The Callisto Protocol,True,The Callisto Protocol,10.1,12.05,15.69,11.36,68.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,The Callisto Protocol
The Captain,True,The Captain,10.18,17.46,31.7,13.96,70.0,PC,2021.0,1.0,1.0,The Captain
The Cycle: Frontier - Fortuna Survivor,False,,,,,,,,,,,
The Darkside Detective,True,The Darkside Detective,3.71,5.67,6.47,5.24,75.0,"Google Stadia, Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One",2017.0,1.0,1.0,The Darkside Detective
The Darkside Detective: A Fumble in the Dark,True,The Darkside Detective: A Fumble in the Dark,7.85,10.78,11.02,9.64,77.0,"Google Stadia, Linux, Mac, Nintendo Switch, PC, PlayStation 5, Xbox One",2021.0,1.0,1.0,The Darkside Detective: A Fumble in the Dark
The Drone Racing League Simulator,True,The Drone Racing League Simulator,14.9,0.0,0.0,14.9,55.0,PC,2017.0,1.0,1.0,The Drone Racing League Simulator
The Dungeon of Naheulbeuk: The Amulet Of Chaos,True,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,31.85,37.22,47.05,36.79,73.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2020.0,1.0,1.0,The Dungeon of Naheulbeuk: The Amulet Of Chaos
The Elder Scrolls Online,True,The Elder Scrolls Online,47.9,207.44,606.92,194.42,70.0,"Google Stadia, Mac, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2014.0,1.0,1.0,The Elder Scrolls Online
The End Is Nigh,True,The End Is Nigh,8.41,15.78,68.05,13.01,76.0,"Nintendo Switch, PC, PlayStation 4",2017.0,1.0,1.0,The End Is Nigh
The Escapists,True,The Escapists,19.43,42.51,44.37,27.85,66.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox 360, Xbox One",2015.0,1.0,1.0,The Escapists
The Escapists 2,True,The Escapists 2,16.98,32.52,59.56,26.92,69.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,The Escapists 2
The Evil Within,True,The Evil Within,15.33,19.98,41.1,17.71,75.0,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2014.0,1.0,1.0,The Evil Within
The Evil Within 2,True,The Evil Within 2,13.37,18.5,28.51,17.57,80.0,"PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,The Evil Within 2
The Falconeer: Standard Edition,False,,,,,,,,,,,
The Fall,True,The Fall,3.44,4.18,4.66,3.78,69.0,"PC, Nintendo Switch, PlayStation 4, Wii U, Xbox One",2014.0,1.0,1.0,The Fall
The First Tree,True,The First Tree,1.82,2.03,3.59,2.07,60.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,The First Tree
The Forest Quartet,True,The Forest Quartet,1.29,1.38,1.51,1.37,71.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5",2022.0,1.0,1.0,The Forest Quartet
The Jackbox Party Pack,True,The Jackbox Party Pack,3.4,5.06,15.85,5.29,68.0,"Nintendo Switch, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2014.0,1.0,1.0,The Jackbox Party Pack
The Last Stand: Aftermath,True,The Last Stand: Aftermath,21.5,26.06,42.14,27.82,65.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,The Last Stand: Aftermath
The Lion's Song,True,The Lion's Song,3.94,5.25,23.61,5.02,72.0,"Mobile, Nintendo Switch, PC",2016.0,1.0,1.0,The Lion's Song
The Long Dark,True,The Long Dark,22.55,54.23,247.56,51.85,73.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, Xbox One",2014.0,1.0,1.0,The Long Dark
The Lord of the Rings™: Return to Moria™,False,,,,,,,,,,,
The Messenger,True,The Messenger,12.03,14.46,16.15,14.41,83.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One",2018.0,1.0,1.0,The Messenger
The Operator,True,The Operator,3.55,4.16,4.33,3.68,77.0,"Linux, Mac, Nintendo Switch, PC",2024.0,1.0,1.0,The Operator
The Outer Worlds: Spacer's Choice Edition,True,The Outer Worlds: Spacer's Choice Edition,17.74,37.12,61.2,38.63,77.0,"PC, PlayStation 5, Xbox Series X/S",2023.0,1.0,1.0,The Outer Worlds: Spacer's Choice Edition
The Silent Age,True,The Silent Age,3.32,3.59,3.71,3.53,70.0,"Mobile, PC",2012.0,1.0,1.0,The Silent Age
The Sims 4 - Jungle Adventure Game Pack,False,,,,,,,,,,,
The Sims 4 - Luxury Party Stuff Pack,False,,,,,,,,,,,
The Sims 4 - The Daring Lifestyle Bundle,False,,,,,,,,,,,
The Sims™ 4 - Backyard Stuff,False,,,,,,,,,,,
The Sims™ 4 - My First Pet Stuff,False,,,,,,,,,,,
The Spectrum Retreat,True,The Spectrum Retreat,5.05,5.26,5.88,5.27,65.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,The Spectrum Retreat
The Spirit and the Mouse,True,The Spirit and The Mouse,4.14,5.16,6.04,5.44,73.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5",2022.0,1.0,1.0,The Spirit and the Mouse
The Stanley Parable,True,The Stanley Parable,1.45,2.91,9.07,3.21,79.0,"Linux, Mac, PC",2013.0,1.0,1.0,The Stanley Parable
The Stone of Madness,True,The Stone of Madness,26.27,31.17,0.0,27.5,70.0,"Nintendo Switch, PC, PlayStation 5, Xbox One",2025.0,1.0,1.0,The Stone of Madness
The Talos Principle,True,The Talos Principle,15.66,21.19,29.36,21.25,83.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2014.0,1.0,1.0,The Talos Principle
The Textorcist: The Story of Ray Bibbia,True,The Textorcist: The Story of Ray Bibbia,4.2,6.71,14.38,5.09,70.0,PC,2019.0,1.0,1.0,The Textorcist: The Story of Ray Bibbia
The Vanishing of Ethan Carter,True,The Vanishing of Ethan Carter,3.77,4.2,4.32,4.09,72.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2014.0,1.0,1.0,The Vanishing of Ethan Carter
The Witness,True,The Witness,16.97,24.3,37.42,22.71,79.0,"Mac, Mobile, PC, PlayStation 4, Xbox One",2016.0,1.0,1.0,The Witness
The Wolf Among Us,True,The Wolf Among Us,8.62,9.31,10.94,9.33,84.0,"Mobile, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One",2013.0,1.0,1.0,The Wolf Among Us
The World Next Door,True,The World Next Door,3.39,4.1,4.92,4.02,63.0,"Nintendo Switch, PC",2019.0,1.0,1.0,The World Next Door
The Wreck,True,The Wreck,4.48,4.76,4.8,4.58,74.0,"Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,The Wreck
Them's Fightin' Herds,True,Them's Fightin' Herds,4.25,5.09,0.0,4.31,57.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2018.0,1.0,1.0,Them's Fightin' Herds
There Is No Game: Wrong Dimension,True,There Is No Game: Wrong Dimension,4.98,5.64,6.2,5.38,80.0,"Mobile, Nintendo Switch, PC",2020.0,1.0,1.0,There Is No Game: Wrong Dimension
Thief,True,Thief,10.97,22.2,44.6,18.26,64.0,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2014.0,1.0,1.0,Thief
Thimbleweed Park,True,Thimbleweed Park,10.51,14.15,15.93,12.46,77.0,"Mac, Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Thimbleweed Park
This War of Mine,True,This War of Mine,11.27,20.23,41.41,16.35,77.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2014.0,1.0,1.0,This War of Mine
Ticket to Ride,True,Ticket to Ride,0.71,4.79,157.27,22.54,66.0,"Mac, PC",2012.0,1.0,1.0,Ticket to Ride
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,True,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-Shot Adventure,5.81,10.75,35.61,9.73,68.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure
Tiny Tina's Wonderlands,True,Tiny Tina's Wonderlands,16.11,28.92,52.06,28.49,71.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,Tiny Tina's Wonderlands
ToeJam & Earl: Back in the Groove!,False,,,,,,,,,,,
Tom Clancy’s Ghost Recon Wildlands - Fallen Ghosts,False,,,,,,,,,,,
Tomb Raider Trilogy,True,Tomb Raider Trilogy,39.36,45.59,0.0,43.52,80.0,PlayStation 3,2011.0,1.0,1.0,Tomb Raider Trilogy
Torchlight,True,Torchlight,14.2,21.38,49.37,19.28,72.0,"PC, Xbox 360",2009.0,1.0,1.0,Torchlight
Torchlight II,True,Torchlight II,20.75,29.79,78.56,27.88,76.0,"PC, Nintendo Switch, PlayStation 4, Xbox One",2012.0,1.0,1.0,Torchlight II
Tormentor❌Punisher,False,,,,,,,,,,,
Total War: THREE KINGDOMS,True,Total War: Three Kingdoms,46.03,67.2,672.95,72.3,77.0,"Linux, Mac, PC",2019.0,1.0,1.0,Total War: THREE KINGDOMS
Total War: WARHAMMER,True,Total War: Warhammer,33.83,70.51,185.16,55.62,78.0,PC,2016.0,1.0,1.0,Total War: WARHAMMER
Totally Accurate Battle Simulator,True,Totally Accurate Battle Simulator,8.63,16.04,41.8,18.86,70.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Totally Accurate Battle Simulator
Totally Reliable Delivery Service,True,Totally Reliable Delivery Service,2.91,9.07,11.24,7.81,52.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2019.0,1.0,1.0,Totally Reliable Delivery Service
Totally Reliable Delivery Service Standard Edition,False,,,,,,,,,,,
Touch Type Tale,True,Touch Type Tale,11.17,27.6,0.0,13.51,54.0,PC,2023.0,1.0,1.0,Touch Type Tale
TowerFall Ascension,True,TowerFall Ascension,3.76,9.57,35.89,7.21,79.0,"Nintendo Switch, Ouya, PC, PlayStation 4, PlayStation Vita",2013.0,1.0,1.0,TowerFall Ascension
Town of Salem 2,True,Town of Salem II,0.0,0.0,0.0,0.0,59.0,"Mac, PC",2023.0,1.0,0.9032,Town of Salem 2
Train Sim World 2,True,Train Sim World 2,21.0,0.0,0.0,21.0,64.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2020.0,1.0,1.0,Train Sim World 2
Train Sim World 2 - LGV Méditerranée: Marseille - Avignon,False,,,,,,,,,,,
Train Sim World® 5: Sherman Hill: Cheyenne - Laramie,False,,,,,,,,,,,
Train Sim World® 6: Spirit of Steam: Liverpool Lime Street - Crewe,False,,,,,,,,,,,
Train Valley 2,True,Train Valley 2,30.68,41.81,80.92,43.5,71.0,"PC, PlayStation 4",2018.0,1.0,1.0,Train Valley 2
Transistor,True,Transistor,5.99,8.4,15.81,7.74,80.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4",2014.0,1.0,1.0,Transistor
Trine 2: Complete Story,True,Trine 2: Complete Story,9.08,13.53,34.71,13.75,74.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, Wii U, Xbox One",2013.0,1.0,1.0,Trine 2: Complete Story
Trine 3: The Artifacts of Power,True,Trine 3: The Artifacts of Power,4.94,6.05,7.01,6.14,65.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, Xbox One",2015.0,1.0,1.0,Trine 3: The Artifacts of Power
Trine 4: The Nightmare Prince,True,Trine 4: The Nightmare Prince,10.22,12.89,15.56,13.11,78.0,"Google Stadia, Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Trine 4: The Nightmare Prince
Trine Classic Collection,False,,,,,,,,,,,
Tropico 5,True,Tropico 5,22.64,41.14,87.7,31.95,72.0,"PC, PlayStation 4, Xbox 360, Xbox One",2014.0,1.0,1.0,Tropico 5
Tunche,True,Tunche,7.79,10.78,14.93,8.37,59.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2021.0,1.0,1.0,Tunche
Turmoil,True,Turmoil,7.75,10.79,25.98,8.76,70.0,"Mac, Mobile, Nintendo Switch, PC",2016.0,1.0,1.0,Turmoil
Turnip Boy Commits Tax Evasion,True,Turnip Boy Commits Tax Evasion,2.12,2.68,3.27,2.85,75.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2021.0,1.0,1.0,Turnip Boy Commits Tax Evasion
Turnip Boy Robs a Bank,True,Turnip Boy Robs a Bank,3.97,4.98,6.01,5.15,74.0,"Mobile, Nintendo Switch, PC, Xbox One",2024.0,1.0,1.0,Turnip Boy Robs a Bank
Two Point Hospital,True,Two Point Hospital,38.23,73.58,127.54,68.36,73.0,"Mac, Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Two Point Hospital
Tyranny: Gold Edition,True,Tyranny - Gold Edition,24.75,40.22,86.87,43.87,78.0,PC,2019.0,0.4827586206896552,1.0,Tyranny
Undying,True,Undying,25.56,32.28,0.0,29.24,65.0,"Mac, Nintendo Switch, PC, PlayStation 5, Xbox Series X/S",2021.0,1.0,1.0,Undying
Universe for Sale,True,Universe For Sale,5.29,5.36,6.2,5.53,72.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,Universe for Sale
Unrailed!,True,Unrailed!,7.07,11.11,43.42,11.91,73.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Unrailed!
Vampire Survivors,True,Vampire Survivors,14.92,28.01,52.68,35.64,82.0,"Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,Vampire Survivors
Vampyr,True,Vampyr,16.93,29.46,41.55,28.8,71.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Vampyr
Verdun,True,Verdun,5.84,18.0,0.0,9.5,65.0,"Linux, Mac, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2013.0,1.0,1.0,Verdun
Viewfinder,True,Viewfinder,4.11,5.13,6.2,5.12,78.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2023.0,1.0,1.0,Viewfinder
Void Bastards,True,Void Bastards,8.49,13.97,28.32,11.58,72.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Void Bastards
Wargame: Red Dragon,True,Wargame: Red Dragon,49.06,88.41,0.0,67.78,75.0,PC,2014.0,1.0,1.0,Wargame: Red Dragon
"Warhammer 40,000: Gladius - Relics of War",True,"Warhammer 40,000: Gladius - Relics of War",11.04,24.5,51.95,14.94,66.0,"Linux, PC",2018.0,1.0,1.0,"Warhammer 40,000: Gladius - Relics of War"
"Warhammer 40,000: Mechanicus",True,"Warhammer 40,000: Mechanicus",18.92,29.87,47.11,27.9,72.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,"Warhammer 40,000: Mechanicus"
"Warhammer 40,000: Rogue Trader - Limited Outfit Pack",False,,,,,,,,,,,
Warpips,True,Warpips,6.85,10.43,12.39,7.83,65.0,PC,2021.0,1.0,1.0,Warpips
Watch_Dogs,True,Watch Dogs,19.55,33.17,62.45,28.32,72.0,"Google Stadia, PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One",2014.0,0.9,1.0,Watch_Dogs
Watch_Dogs 2,True,Watch Dogs 2,19.55,31.91,46.68,29.84,75.0,"Google Stadia, PC, PlayStation 4, Xbox One",2016.0,0.9166666666666666,1.0,Watch_Dogs 2
We Were Here Expeditions: The FriendShip,True,We Were Here Expeditions: The FriendShip,2.01,2.41,3.1,2.59,75.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,We Were Here Expeditions: The FriendShip
We Were Here Together,True,We Were Here Together,6.54,7.49,8.94,7.17,75.0,"PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,We Were Here Together
What Remains of Edith Finch,True,What Remains of Edith Finch,2.12,2.54,2.88,2.43,82.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2017.0,1.0,1.0,What Remains of Edith Finch
Wheels of Aurelia,True,Wheels of Aurelia,0.48,1.19,5.45,0.89,47.0,"PC, Nintendo Switch, PlayStation 4, Xbox One",2016.0,1.0,1.0,Wheels of Aurelia
Where the Water Tastes Like Wine,True,Where the Water Tastes Like Wine,11.32,14.54,26.26,14.37,60.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Where the Water Tastes Like Wine
Wild Card Football,True,Wild Card Football,28.23,0.0,0.0,28.23,53.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,Wild Card Football
Wildcat Gun Machine,True,Wildcat Gun Machine,6.16,10.0,11.5,7.2,57.0,"PC, PlayStation 4",2022.0,1.0,1.0,Wildcat Gun Machine
Wildgate: Standard Edition,False,,,,,,,,,,,
Wilmot's Warehouse,True,Wilmot's Warehouse,7.79,8.08,10.35,8.28,73.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Wilmot's Warehouse
Windbound,True,Windbound,14.13,15.36,19.57,14.93,56.0,"Google Stadia, Nintendo Switch, PC, PlayStation 4, Xbox One",2020.0,1.0,1.0,Windbound
Witch It,True,Witch It,1.58,17.62,0.0,6.17,65.0,PC,2017.0,1.0,1.0,Witch It
Wizard of Legend,True,Wizard of Legend,8.62,16.25,26.41,17.55,72.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Wizard of Legend
Wolfenstein: The New Order,True,Wolfenstein: The New Order,11.36,15.33,24.33,13.6,79.0,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2014.0,1.0,1.0,Wolfenstein: The New Order
Wonder Boy: The Dragon's Trap,True,Wonder Boy: The Dragon's Trap,5.07,5.84,7.66,5.95,74.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Wonder Boy: The Dragon's Trap
World War Z,True,World War Z,7.4,13.16,47.19,9.94,68.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,World War Z
World War Z: Aftermath,True,World War Z: Aftermath,10.24,19.05,62.65,16.8,73.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,World War Z: Aftermath
World of Goo,True,World of Goo,6.01,8.0,13.95,7.05,75.0,"Linux, Mac, Mobile, Nintendo Switch, PC, Wii",2008.0,1.0,1.0,World of Goo
World of Warships Exclusive Starter Pack,False,,,,,,,,,,,
