FROM,TO,DAY,DAYS,TYPE,Title,NOTES,COLOR_CATEGORY,daterange_wiki,title_wiki,year_wiki,ru_link_wiki,source_wiki,link_wiki,developer_wiki,publisher_wiki,releasedate_wiki,genre_wiki,engine_wiki,director_wiki,artist_wiki,composer_wiki,platform_wiki,designer_wiki,writer_wiki,programmer_wiki,mode_wiki,summary_wiki,background_wiki
2025-12-30 00:00:00,2025-12-31 00:00:00,Tuesday,1,,Trine 4: The Nightmare Prince,Part of collection: Trine Classic Collection,FFB6D7A8,30 December 2025,Trine 4: The Nightmare Prince,2025.0,https://ru.wikipedia.org/wiki/Trine,https://dtf.ru/games/4572572-razdacha-trine-classic-collection-v-epic-game-store,https://en.wikipedia.org/wiki/Trine_4%3A_The_Nightmare_Prince,Frozenbyte,Modus Games,"Windows, Switch, PlayStation 4, Xbox One, October 8, 2019, Stadia, March 30, 2021",,,Lauri Hyvärinen,Charlotta Tiuri,Ari Pulkkinen,,,Maija Koivula,Eetu Röpelinen,,"Trine 4: The Nightmare Prince is a 2019 video game developed by Frozenbyte and published by Modus Games for Microsoft Windows , Nintendo Switch , PlayStation 4 , and Xbox One in October 2019 and released for Stadia in March 2021. It is the fourth installment of Trine series, following Trine 3: The Artifacts of Power , and features a return of the series' three protagonists and medieval fantasy location.","A successor, Trine 5: A Clockwork Conspiracy , was released in 2023."
2025-12-29 00:00:00,2025-12-30 00:00:00,Monday,1,,Viewfinder,,FFB6D7A8,29 December 2025,Viewfinder,2025.0,https://ru.wikipedia.org/wiki/Viewfinder_(игра)?action=edit&redlink=1,https://3dnews.ru/1134624/ne-prosto-igra-a-peregivanie-epic-games-store-ustroil-razdachu-perspektivnoy-golovolomki-o-preobragenii-realnosti-viewfinder,https://en.wikipedia.org/wiki/Viewfinder,,,,,,,,,,,,,,"In photography, a viewfinder is a device on a camera that a photographer uses to determine exactly where the camera is pointed, and approximately how much of that view will be photographed. A viewfinder can be mechanical (indicating only direction and approximate view), with simple optical components, with precision optics and optical functions, or a digital accessory device used with digital cameras.",
2025-12-28 00:00:00,2025-12-29 00:00:00,Sunday,1,,SKALD: Against the Black Priory,,FFB6D7A8,28 December 2025,Skald: Against the Black Priory,2025.0,https://ru.wikipedia.org/wiki/Skald:_Against_the_Black_Priory?action=edit&redlink=1,https://dtf.ru/games/4568773-razdacha-rpg-skald-against-the-black-priory-v-egs,https://en.wikipedia.org/wiki/Skald%3A_Against_the_Black_Priory,High North Studios,Raw Fury Games,"WW, :, May 30, 2024",Role-playing,"Unity, [, 1, ]",,,,,,,,Single-player,"Skald: Against the Black Priory is a 2024 role-playing video game developed by High North Studios and published by Raw Fury Games . It has a retro style influenced by the 1980s Ultima games. Players attempt to find a lost friend in a cursed land overrun with Lovecraftian monsters. The game generally received mixed-to-positive reviews, with general praise for the aesthetics and retro feel, though with some criticism for the combat and readability of the graphics.",
2025-12-27 00:00:00,2025-12-28 00:00:00,Saturday,1,,Cassette Beasts,,FFB6D7A8,27 December 2025,Cassette Beasts,2025.0,https://ru.wikipedia.org/wiki/Cassette_Beasts?action=edit&redlink=1,https://dtf.ru/games/4564819-razdacha-cassette-beasts-v-epic-games-store,https://en.wikipedia.org/wiki/Cassette_Beasts,Bytten Studio,Raw Fury,"Windows, ,, Linux, April 26, 2023, Xbox Series X/S, ,, Xbox One, ,, Nintendo Switch, May 25, 2023, iOS, ,, Android, January 15, 2025",Role-playing game,Godot,,Jay Baylis,,,,,Tom Coxon,,"Cassette Beasts is a role-playing video game developed by Bytten Studio and published by Raw Fury . It was released for the PC on April 26, 2023, and was released for the Xbox Series X/S , Xbox One , and Nintendo Switch on May 25, 2023. It was released simultaneously on Xbox Game Pass as the day of its PC release date. It was released for Android and iOS on January 15, 2025.","The game is inspired by the Pokémon video game series and follows the progress of the player as they transform into monsters using a cassette player while trying to return home. Cassette Beasts received generally favorable reviews from critics, who commented positively on its complexity. The game was nominated for a 2024 BAFTA Games Award, but lost."
2025-12-26 00:00:00,2025-12-27 00:00:00,Friday,1,,We Were Here Together,,FFB6D7A8,26 December 2025,We Were Here Together,2025.0,https://ru.wikipedia.org/wiki/We_Were_Here_Together,https://www.goha.ru/v-egs-razdayut-kooperativnoe-priklyuchenie-we-were-here-together-l5ZWkN,https://en.wikipedia.org/wiki/We_Were_Here_Together,Total Mayhem Games,Total Mayhem Games,,,,,,,,,,,,"We Were Here is a series of cooperative first-person adventure video games , created by the Dutch studio Total Mayhem Games.",
2025-12-25 00:00:00,2026-01-01 00:00:00,Thursday,7,dupe3,Monument Valley,,FFF4CCCC,4-11 September 2025,Monument Valley,2025.0,https://ru.wikipedia.org/wiki/Monument_Valley_(игра),https://dtf.ru/games/4006477-razdacha-monument-valley-epic-games-store,https://en.wikipedia.org/wiki/Monument_Valley,,,,,,,,,,,,,,,
2025-12-25 00:00:00,2026-01-01 00:00:00,Thursday,7,dupe3,Monument Valley 2,,FFF4CCCC,,,,,,,,,,,,,,,,,,,,,
2025-12-25 00:00:00,2025-12-26 00:00:00,Thursday,1,,Disco Elysium: The Final Cut,,FFB6D7A8,,,,,,,,,,,,,,,,,,,,,
2025-12-24 00:00:00,2025-12-25 00:00:00,Wednesday,1,dupe,The Callisto Protocol,,FFB6D7A8,22-29 August 2024,The Callisto Protocol,2024.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/141810/v-epic-games-store-stali-besplatno-otdavat-horror-the-callisto-protocol-i-otdadut-fallout/,https://en.wikipedia.org/wiki/The_Callisto_Protocol,Striking Distance Studios,Krafton,"December 2, 2022",Survival horror,Unreal Engine 4,,Demetrius Leal,Finishing Move Inc.,,Ben Walker,R. Eric Lieb,,Single-player,"The Callisto Protocol is a 2022 survival horror game developed by Striking Distance Studios and published by Krafton . It was released for PlayStation 4 , PlayStation 5 , Windows , Xbox One , and Xbox Series X/S on December 2, 2022. The game was directed by Dead Space series creator Glen Schofield and is considered a spiritual successor to the series.","The story follows Jacob Lee ( Josh Duhamel ), a starship captain who survives a crash landing on the Jovian moon Callisto , only to be captured and incarcerated against his will in a high-security prison. He is subsequently forced to fight for survival when a mysterious illness sweeps the prison, and gradually learns the dark secrets of his captors. Gameplay has players exploring a series of levels, gathering resources and collecting data logs while fighting off infected prisoners.

Development of The Callisto Protocol began with the formation of Striking Distance Studios in June 2019. The game received mixed reviews from critics and failed to meet the sales expectations of Krafton."
2025-12-24 00:00:00,2025-12-25 00:00:00,Wednesday,1,dupe,The Callisto Protocol,,FFB6D7A8,24 December 2025,The Callisto Protocol,2025.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/161017/the-callisto-protocol-besplatno-razdayut-v-epic-games-store/,https://en.wikipedia.org/wiki/The_Callisto_Protocol,Striking Distance Studios,Krafton,"December 2, 2022",Survival horror,Unreal Engine 4,,Demetrius Leal,Finishing Move Inc.,,Ben Walker,R. Eric Lieb,,Single-player,"The Callisto Protocol is a 2022 survival horror game developed by Striking Distance Studios and published by Krafton . It was released for PlayStation 4 , PlayStation 5 , Windows , Xbox One , and Xbox Series X/S on December 2, 2022. The game was directed by Dead Space series creator Glen Schofield and is considered a spiritual successor to the series.","The story follows Jacob Lee ( Josh Duhamel ), a starship captain who survives a crash landing on the Jovian moon Callisto , only to be captured and incarcerated against his will in a high-security prison. He is subsequently forced to fight for survival when a mysterious illness sweeps the prison, and gradually learns the dark secrets of his captors. Gameplay has players exploring a series of levels, gathering resources and collecting data logs while fighting off infected prisoners.

Development of The Callisto Protocol began with the formation of Striking Distance Studios in June 2019. The game received mixed reviews from critics and failed to meet the sales expectations of Krafton."
2025-12-23 00:00:00,2025-12-24 00:00:00,Tuesday,1,,Bloodstained: Ritual of the Night,,FFB6D7A8,23 December 2025,Bloodstained: Ritual of the Night,2025.0,https://ru.wikipedia.org/wiki/Bloodstained:_Ritual_of_the_Night,https://dtf.ru/games/4552967-razdacha-bloodstained-ritual-of-the-night-v-egs,https://en.wikipedia.org/wiki/Bloodstained%3A_Ritual_of_the_Night,"ArtPlay, [, a, ]",,"PS4, Windows, Xbox One, 18 June 2019, Nintendo Switch, 25 June 2019, Amazon Luna, 20 October 2020, Android, iOS, 3 December 2020, Stadia, 6 July 2021",,Unreal Engine 4,Shutaro Iida,,,,Shutaro Iida,"Koji Igarashi, [, c, ]",Shingo Tate,,"Bloodstained: Ritual of the Night is a 2019 action role-playing game developed by indie studio ArtPlay and published by 505 Games . The game is considered a spiritual successor to the Castlevania series, and was released for PlayStation 4 , Windows , Xbox One , and Nintendo Switch in June 2019, for Amazon Luna in October 2020, for Android and iOS in December 2020, and for Stadia in July 2021.","ArtPlay used the crowdfunding platform Kickstarter to demonstrate the demand for the game to potential sources of funding for it in 2015. The campaign successfully raised more than $5.5 million from backers, eleven times its original goal, making it one of the most successful video game campaigns on the platform. Ritual of the Night received generally positive reviews upon release, with many describing it as a worthy successor to the Castlevania games that inspired it. Most of the stretch goals from the Kickstarter campaign were distributed as free content updates, with a few additional items as paid downloadable content.

Ritual of the Night was the second game to be released in the Bloodstained series; a retro-style companion game, Bloodstained: Curse of the Moon , was developed by Inti Creates as a stretch goal and released earlier in May 2018. It received a sequel, Bloodstained: Curse of the Moon 2 , in July 2020. A prequel, Bloodstained: The Scarlet Engagement , was announced in 2021 and planned for release in 2026."
2025-12-22 00:00:00,2026-01-05 00:00:00,Monday,14,pack,Train Sim World® 6: Spirit of Steam: Liverpool Lime Street - Crewe,Requires base game (payable): Train Sim World® 6,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2025-12-22 00:00:00,2025-12-23 00:00:00,Monday,1,,Paradise Killer,,FFB6D7A8,22 December 2025,Paradise Killer,2025.0,https://ru.wikipedia.org/wiki/Paradise_Killer,https://dtf.ru/games/4550838-razdacha-igry-paradise-killer-v-egs-dlya-rossii,https://en.wikipedia.org/wiki/Paradise_Killer,Kaizen Game Works,Fellow Traveller,"Switch, Windows, September 4, 2020, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S, March 16, 2022",Adventure,,,,Barry Topping,,Oli Clarke Smith,Oli Clarke Smith,Phil Crabtree,Single-player,"Paradise Killer is a 2020 adventure game developed by Kaizen Game Works and published by Fellow Traveller . Players take on the role of protagonist Lady Love Dies, an investigator who is brought out of exile and tasked with uncovering the culprit(s) of a mass murder on Paradise Island. The game's open world, nonlinear design allows players to freely explore the island and interact with other characters over the course of their investigation.","Paradise Killer released on September 4, 2020 for Nintendo Switch and Windows . It released on March 16, 2022 for PlayStation 4 , PlayStation 5 , Xbox One , and Xbox Series X/S ."
2025-12-21 00:00:00,2025-12-22 00:00:00,Sunday,1,,Sorry We're Closed,,FFB6D7A8,21 December 2025,Sorry We're Closed,2025.0,https://ru.wikipedia.org/wiki/Sorry_We’re_Closed?action=edit&redlink=1,https://vgtimes.ru/news/142182-v-egs-nachalas-pyataya-prazdnichnaya-razdacha.-daryat-horror-sorry-were-closed.html,https://en.wikipedia.org/wiki/Sorry_We%27re_Closed,À la Mode Games,Akupara Games,"Windows, November 14, 2024, [, 1, ], PS4, ,, PS5, ,, XB1, ,, XSX/S, ,, NS, March 6, 2025",Survival horror,"Unity, [, 2, ]",C. Bedford,C. Bedford,,,,,Tom Bedford,Single-player,"Sorry We're Closed is a 2024 survival horror video game developed by À la Mode Games and published by Akupara Games for Microsoft Windows . Versions for PlayStation 4 , PlayStation 5 , Xbox One , Xbox Series X/S and Nintendo Switch were released in March 2025.",
2025-12-20 00:00:00,2025-12-21 00:00:00,Saturday,1,,Blood West,,FFB6D7A8,20 December 2025,Blood West,2025.0,https://ru.wikipedia.org/wiki/Blood_West?action=edit&redlink=1,https://dtf.ru/games/4546685-razdacha-stealth-shutera-blood-west-v-egs,,,,,,,,,,,,,,,,
2025-12-19 00:00:00,2025-12-20 00:00:00,Friday,1,,Eternights,,FFB6D7A8,19 December 2025,Eternights,2025.0,https://ru.wikipedia.org/wiki/Eternights?action=edit&redlink=1,https://www.igromania.ru/news/160810/eshken-simulyator-svidanij-eternights-stali-besplatno-otdavat-v-epic-games-store/,https://en.wikipedia.org/wiki/Eternights,Studio Sai,,"PS4, ,, PS5, ,, Windows, 12 September 2023, [, 1, ], Nintendo Switch, 17 October 2024, [, 2, ], Android, iOS, 20 November, 2024",,"Unity, [, 3, ]",,,,,,,,Single-player,"Eternights is a 2023 dating sim action role-playing game developed and published by Studio Sai. The game was released digitally for PlayStation 4 , PlayStation 5 , and Windows on 12 September 2023. It was then released physically for PlayStation 4 and PlayStation 5 on 16 November 2023. It was later released for Nintendo Switch on 17 October 2024. It was finally released for Android and iOS on 20 November 2024 for Crunchyroll subscribers as part of the Crunchyroll Game Vault program.","Eternights received mixed reviews from critics and sold 150,000 units by April 2024."
2025-12-18 00:00:00,2025-12-25 00:00:00,Thursday,7,mobile,Shotgun King: The Final Checkmate,,FFF4CCCC,,,,,,,,,,,,,,,,,,,,,
2025-12-18 00:00:00,2025-12-19 00:00:00,Thursday,1,,Jotunnslayer: Hordes of Hel,,FFB6D7A8,18 December 2025,Jotunnslayer: Hordes of Hel,2025.0,https://ru.wikipedia.org/wiki/Jotunnslayer:_Hordes_of_Hel,https://dtf.ru/games/4542089-razdacha-jotunnslayer-hordes-of-hel-v-egs,,,,,,,,,,,,,,,,
2025-12-12 00:00:00,2025-12-18 00:00:00,Friday,6,,Hogwarts Legacy,,FFB6D7A8,11-18 December 2025,Hogwarts Legacy,2025.0,https://ru.wikipedia.org/wiki/Hogwarts_Legacy,https://dtf.ru/sale/4528415-razdacha-hogwarts-legacy-v-egs,https://en.wikipedia.org/wiki/Hogwarts_Legacy,"Avalanche Software, [, a, ]","Warner Bros. Games, [, b, ]","PS5, Windows, ,, Xbox Series X/S, 10 February 2023, PS4, Xbox One, 5 May 2023, Nintendo Switch, 14 November 2023, Nintendo Switch 2, 5 June 2025",Action role-playing,Unreal Engine 4,Alan Tew,,,,,,,Single-player,,
2025-12-11 00:00:00,2025-12-18 00:00:00,Thursday,7,mobile,Dead Cells,,FFF4CCCC,,,,,,,,,,,,,,,,,,,,,
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,mobile,The Darkside Detective,,FFF4CCCC,4-11 December 2025,The Darkside Detective,2025.0,https://ru.wikipedia.org/wiki/The_Darkside_Detective?action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-besplatnyih-the-darkside-detective-i-the-jackbox-party-pack-4-509583/,https://en.wikipedia.org/wiki/The_Darkside_Detective,Spooky Doorway,Akupara Games,"Linux, Mac, Windows, July 27, 2017, Switch, February 8, 2018, PS4, PS5, Xbox One & X/S, April 8, 2021, Stadia, April 15, 2021, Atari VCS, August 10, 2021",Point-and-click adventure,Unity,,Paul Conway,Ben Prunty,,,Dave McCabe,,Single-player,"The Darkside Detective is a 2017 point-and-click adventure developed by Spooky Doorway, and published by Akupara Games . It was released for Microsoft Windows , macOS , and Linux on July 27, 2017, for Nintendo Switch on February 7, 2018 and for PlayStation 4 , PlayStation 5 , Xbox One , Xbox Series X/S , and Stadia in April 2021. A version for the Atari VCS released in August 2021. A limited run of 5,000 physical copies for the Nintendo Switch was released on 26 September 2019. A sequel, The Darkside Detective: A Fumble in the Dark , was released in April 2021.",
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,mobile,The Darkside Detective,,FFF4CCCC,12-19 February 2026,The Darkside Detective,2026.0,https://ru.wikipedia.org/wiki/The_Darkside_Detective?action=edit&redlink=1,https://dtf.ru/games/4779222-razdacha-nobody-wants-to-die-v-egs-nedostupna-dlya-rossii,https://en.wikipedia.org/wiki/The_Darkside_Detective,Spooky Doorway,Akupara Games,"Linux, Mac, Windows, July 27, 2017, Switch, February 8, 2018, PS4, PS5, Xbox One & X/S, April 8, 2021, Stadia, April 15, 2021, Atari VCS, August 10, 2021",Point-and-click adventure,Unity,,Paul Conway,Ben Prunty,,,Dave McCabe,,Single-player,"The Darkside Detective is a 2017 point-and-click adventure developed by Spooky Doorway, and published by Akupara Games . It was released for Microsoft Windows , macOS , and Linux on July 27, 2017, for Nintendo Switch on February 7, 2018 and for PlayStation 4 , PlayStation 5 , Xbox One , Xbox Series X/S , and Stadia in April 2021. A version for the Atari VCS released in August 2021. A limited run of 5,000 physical copies for the Nintendo Switch was released on 26 September 2019. A sequel, The Darkside Detective: A Fumble in the Dark , was released in April 2021.",
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,,The Darkside Detective,,FFD0E0E3,4-11 December 2025,The Darkside Detective,2025.0,https://ru.wikipedia.org/wiki/The_Darkside_Detective?action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-besplatnyih-the-darkside-detective-i-the-jackbox-party-pack-4-509583/,https://en.wikipedia.org/wiki/The_Darkside_Detective,Spooky Doorway,Akupara Games,"Linux, Mac, Windows, July 27, 2017, Switch, February 8, 2018, PS4, PS5, Xbox One & X/S, April 8, 2021, Stadia, April 15, 2021, Atari VCS, August 10, 2021",Point-and-click adventure,Unity,,Paul Conway,Ben Prunty,,,Dave McCabe,,Single-player,"The Darkside Detective is a 2017 point-and-click adventure developed by Spooky Doorway, and published by Akupara Games . It was released for Microsoft Windows , macOS , and Linux on July 27, 2017, for Nintendo Switch on February 7, 2018 and for PlayStation 4 , PlayStation 5 , Xbox One , Xbox Series X/S , and Stadia in April 2021. A version for the Atari VCS released in August 2021. A limited run of 5,000 physical copies for the Nintendo Switch was released on 26 September 2019. A sequel, The Darkside Detective: A Fumble in the Dark , was released in April 2021.",
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,,The Darkside Detective,,FFD0E0E3,12-19 February 2026,The Darkside Detective,2026.0,https://ru.wikipedia.org/wiki/The_Darkside_Detective?action=edit&redlink=1,https://dtf.ru/games/4779222-razdacha-nobody-wants-to-die-v-egs-nedostupna-dlya-rossii,https://en.wikipedia.org/wiki/The_Darkside_Detective,Spooky Doorway,Akupara Games,"Linux, Mac, Windows, July 27, 2017, Switch, February 8, 2018, PS4, PS5, Xbox One & X/S, April 8, 2021, Stadia, April 15, 2021, Atari VCS, August 10, 2021",Point-and-click adventure,Unity,,Paul Conway,Ben Prunty,,,Dave McCabe,,Single-player,"The Darkside Detective is a 2017 point-and-click adventure developed by Spooky Doorway, and published by Akupara Games . It was released for Microsoft Windows , macOS , and Linux on July 27, 2017, for Nintendo Switch on February 7, 2018 and for PlayStation 4 , PlayStation 5 , Xbox One , Xbox Series X/S , and Stadia in April 2021. A version for the Atari VCS released in August 2021. A limited run of 5,000 physical copies for the Nintendo Switch was released on 26 September 2019. A sequel, The Darkside Detective: A Fumble in the Dark , was released in April 2021.",
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,,Jackbox Party Pack 4,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2025-11-27 00:00:00,2025-12-04 00:00:00,Thursday,7,mobile,Universe for Sale,,FFF4CCCC,27 November - 4 December 2025,Universe for Sale,2025.0,https://ru.wikipedia.org/wiki/Universe_for_Sale?action=edit&redlink=1,https://dtf.ru/games/4421466-razdacha-universe-for-sale-v-egs,,,,,,,,,,,,,,,,
2025-11-27 00:00:00,2025-12-04 00:00:00,Thursday,7,,Universe for Sale,,FFD0E0E3,27 November - 4 December 2025,Universe for Sale,2025.0,https://ru.wikipedia.org/wiki/Universe_for_Sale?action=edit&redlink=1,https://dtf.ru/games/4421466-razdacha-universe-for-sale-v-egs,,,,,,,,,,,,,,,,
2025-11-20 00:00:00,2025-11-27 00:00:00,Thursday,7,mobile,Zoeti,,FFF4CCCC,20-27 November 2025,Zoeti,2025.0,https://ru.wikipedia.org/wiki/Zoeti?action=edit&redlink=1,https://www.igromania.ru/news/159250/v-egs-stali-besplatno-otdavat-rogalik-zoeti-i-strategiyu-godzilla-voxel-wars/,,,,,,,,,,,,,,,,
2025-11-20 00:00:00,2025-11-27 00:00:00,Thursday,7,,Godzilla Voxel Wars,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2025-11-20 00:00:00,2025-11-27 00:00:00,Thursday,7,,Zoeti,,FFD0E0E3,20-27 November 2025,Zoeti,2025.0,https://ru.wikipedia.org/wiki/Zoeti?action=edit&redlink=1,https://www.igromania.ru/news/159250/v-egs-stali-besplatno-otdavat-rogalik-zoeti-i-strategiyu-godzilla-voxel-wars/,,,,,,,,,,,,,,,,
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,mobile,Scourgebringer,,FFF4CCCC,13-20 November 2025,Scourgebringer,2025.0,https://ru.wikipedia.org/wiki/Scourgebringer?action=edit&redlink=1,https://dtf.ru/games/4152161-razdacha-igr-v-egs-songs-of-silence-scourgebringer-i-zero-hour,,,,,,,,,,,,,,,,
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,,Scourgebringer,,FFD0E0E3,13-20 November 2025,Scourgebringer,2025.0,https://ru.wikipedia.org/wiki/Scourgebringer?action=edit&redlink=1,https://dtf.ru/games/4152161-razdacha-igr-v-egs-songs-of-silence-scourgebringer-i-zero-hour,,,,,,,,,,,,,,,,
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,,Songs of Silence,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,,Zero Hour,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2025-11-06 00:00:00,2025-11-13 00:00:00,Thursday,7,pack3,Idle Champions of the Forgotten Realms - Nixie's Champions of Renown Pack,"In-game content, log into game to get",FFF4CCCC,,,,,,,,,,,,,,,,,,,,,
2025-11-06 00:00:00,2025-11-13 00:00:00,Thursday,7,,Felix The Reaper,,FFD0E0E3,6-13 November 2025,Felix the Reaper,2025.0,https://ru.wikipedia.org/wiki/Felix_the_Reaper?action=edit&redlink=1,https://dtf.ru/games/4137384-razdacha-felix-the-reaper-v-egs,https://en.wikipedia.org/wiki/Felix_the_Reaper,Kong Orange,Daedalic Entertainment,"macOS, ,, Switch, ,, PS4, ,, Windows, ,, Xbox One, WW, :, October 17, 2019, iOS, WW, :, July 15, 2020",Puzzle,Unity,,,,,,,,Single-player,"Felix the Reaper is a 2019 puzzle game developed by Kong Orange and published by Daedalic Entertainment . In each of the game's levels , players must navigate player character Felix through a series of spatial puzzles without coming into contact with the light of the sun, which requires players to manipulate the environment using various gameplay mechanics to provide pathways for Felix to reach the end of the level and fulfill his duties. Felix's goal in each scenario is to instigate deadly and often contrived accidents to claim a non-player character's life using elements within the level's environments.","The developers of Felix the Reaper were inspired by historical artistic depictions of death, specifically the Danse Macabre concept, which depict the dead dancing on their way to the grave. The game was under development for 8 years prior to its multiplatform release in October 2019 to mixed reviews. Some critics appreciated the novelty of the game's concept and its aesthetic presentation, while others found the game's puzzles to be overly frustrating or uninspired."
