Date,Title,Year,Game Wiki Link,Source Links
15-22 January 2026,Styx: Master of Shadows,2026,https://ru.wikipedia.org/wiki/Styx:_Master_of_Shadows,https://www.igromania.ru/news/161694/v-epic-games-store-stali-besplatno-otdavat-styx-master-of-shadows-i-shards-of-darkness/
22-29 January 2026,Rustler,2026,https://ru.wikipedia.org/wiki/Rustler?action=edit&redlink=1,https://dtf.ru/games/4738843-besplatnaya-razdacha-rustler-grand-theft-horse-v-epic-games-store
29 January - 5 February 2026,Definitely Not Fried Chicken,2026,https://ru.wikipedia.org/wiki/Definitely_Not_Fried_Chicken?action=edit&redlink=1,https://www.igromania.ru/news/162451/v-egs-stali-besplatno-otdavat-definitely-not-fried-chicken-simulyator-zapretnogo-biznesa/
5-12 February 2026,Botany Manor,2026,https://ru.wikipedia.org/wiki/Botany_Manor?action=edit&redlink=1,https://vgtimes.ru/news/146875-halyava-raskryty-sleduyuschie-besplatnye-igry-v-egs.-nachalas-razdacha-botany-manor-i-dlc-dlya-pixel-gun-3d.html
12-19 February 2026,The Darkside Detective,2026,https://ru.wikipedia.org/wiki/The_Darkside_Detective?action=edit&redlink=1,https://dtf.ru/games/4779222-razdacha-nobody-wants-to-die-v-egs-nedostupna-dlya-rossii
19-26 February 2026,Return To Ash,2026,https://ru.wikipedia.org/wiki/Return_To_Ash?action=edit&redlink=1,https://www.igromania.ru/news/163679/v-epic-games-store-stali-besplatno-otdavat-novellu-return-to-ash-i-podarki-v-stalcraft-x/
26 February - 5 March 2026,My Night Job,2026,https://ru.wikipedia.org/wiki/My_Night_Job?action=edit&redlink=1,https://dtf.ru/games/4810295-razdacha-igr-epic-games-store-boxes-lost-fragments-my-night-job
5-12 March 2026,Набор Dragonlance для Idle Champions of the Forgotten Realms,2026,https://ru.wikipedia.org/wiki/Idle_Champions_of_the_Forgotten_Realms?action=edit&redlink=1,https://www.igromania.ru/news/164456/v-epic-games-store-nachali-otdavat-milyij-shuter-turnip-boy-robs-a-bank-pro-repchika/
12-19 March 2026,Cozy Grove,2026,https://ru.wikipedia.org/wiki/Cozy_Grove?action=edit&redlink=1,https://www.igromania.ru/news/164801/v-epic-games-store-stali-besplatno-otdavat-istoricheskij-shuter-isonzo-i-uyutnuyu-cozy-grove/
19-26 March 2026,Electrician Simulator,2026,https://ru.wikipedia.org/wiki/Electrician_Simulator?action=edit&redlink=1,https://vgtimes.ru/gaming-news/151051-epic-games-store.html
26 March - 2 April 2026,Havendock,2026,https://ru.wikipedia.org/wiki/Havendock?action=edit&redlink=1,https://www.igromania.ru/news/165212/v-epic-games-store-stali-besplatno-otdavat-simulyator-havendock-i-ekshen-hyper-echelon/
2-9 April 2026,Clone Drone in the Danger Zone,2026,https://ru.wikipedia.org/wiki/Clone_Drone_in_the_Danger_Zone?action=edit&redlink=1,https://vgtimes.ru/gaming-news/152484-clone-drone-in-the-danger-zone.html
9-16 April 2026,Prop Sumo,2026,https://ru.wikipedia.org/wiki/Prop_Sumo?action=edit&redlink=1,https://www.polygon.com/epic-games-store-free-game-4-9-2026-prop-sumo/
16-23 April 2026,The Stone of Madness,2026,https://ru.wikipedia.org/wiki/The_Stone_of_Madness,https://www.igromania.ru/news/165707/v-epic-games-store-stali-besplatno-otdavat-stels-strategiyu-the-stone-of-madness/
